aid,amount,title,year,startdate,enddate,dir,div
1616273,257996,CSR: Small: Collaborative Research: Scalable Fine-Grained Cloud Monitoring for Empowering IoT,2016,0,0,CISE,CNS
1616280,447122,RI: Small: Stochastic Planning and Probabilistic Inference for Factored State and Action Spaces,2016,0,0,CISE,IIS
1616297,466000,"AF: Small: Entropy Maximization in Approximation, Learning, and Complexity",2016,0,0,CISE,CCF
1616299,156053,Mathematical Models to Study the Effects of Drugs of Abuse on HIV Infection and Neurocognitive Disorder,2016,0,0,MPS,MS
1616300,82782,Collaborative Research: Pebbles and Gas - The Supply Chain for Compact Planetary Systems,2016,0,0,MPS,AS
1616306,97761,Collaborative Proposal: Comets and the History of Volatile Matter During Planetary System Formation,2016,0,0,MPS,AS
1616311,750000,Functional and bioinformatic analysis of unconventional DNA replication programs in Tetrahymena,2016,0,0,BS,MCB
1616314,170000,Collaborative Research: Telomerase Regulation in Deep Branching Eukaryotes,2016,0,0,BS,MCB
1616316,831613,"Integrated Molecular, Dynamic Imaging, and Modeling Analysis of Stomatal Guard Cell Walls",2016,0,0,BS,MCB
1616317,449999,NeTS: Small: Fine-grained Measurement of Performance Metrics in the Internet of Things,2016,0,0,CISE,CNS
1616332,900001,Collaborative Research: From genotype to fluxome to a comprehensive kinetic model of Escherichia coli,2016,0,0,BS,MCB
1616337,397093,Elucidate Chromatin Folding at the Mesoscale,2016,0,0,BS,MCB
1616339,218588,Insight into mitochondria function and evolution from studies of a plant pathogenic stramenopile,2016,0,0,BS,MCB
1616340,184481,An optimization-based framework for deconvolution: theoretical guarantees and practical algorithms,2016,0,0,MPS,MS
1616345,271229,Collective Dynamics of Mechanical Systems with Applications to Bridge Modeling,2016,0,0,MPS,MS
1616353,331714,Interfacial Mechanics of Cell Membranes: Stochastic Exterior Calculus Approaches for Curved Fluid Lipid-Protein Bilayers,2016,0,0,MPS,MS
1616388,660000,Chemical probing of RNA tertiary structure in a whole transcriptome at single-atom resolution,2016,0,0,BS,MCB
1616393,31200,31st Summer Conference on Topology and its Applications,2016,0,0,MPS,MS
1616411,600000,"Identification of RNA editing factors in the primitive eukaryote, Physarum",2016,0,0,BS,MCB
1616414,197751,RUI:   Stellar Mass Content of Galaxy Dark Matter Halos,2016,0,0,MPS,AS
1616425,328901,Analysis and Control Theory for Moving Boundary and Nonlinear Phenomena in Interactive Partial Differential Equations,2016,0,0,MPS,MS
1616437,862952,"An ion-based pacemaker at the pollen tube tip: mechanism and functions in apical growth, guidance and cell-cell communication",2016,0,0,BS,MCB
1616442,490927,TWC: Small: Bridging the Gap Between Cutting-Edge Cryptography and Practice,2016,0,0,CISE,CNS
1616450,214483,"Collaborative Research: Non-Markovian Reduction of Nonlinear Stochastic Partial Differential Equations, and Applications to Climate Dynamics",2016,0,0,MPS,MS
1616452,382787,Dark Matter in Dwarf Galaxies,2016,0,0,MPS,AS
1616459,928706,Structural and Mechanstic Aspects of Cotranslational Protein Folding,2016,0,0,BS,MCB
1616462,346008,COLLABORATIVE RESEARCH: Establishing the microtubule-actin crosstalk in the preprophase band by the rice kinesin OsKCH2,2016,0,0,BS,MCB
1616467,215088,RUI:MCB: Glutathionylation of beta-amylase3 in Arabidopsis thaliana,2016,0,0,BS,MCB
1616479,28685,Collaborative Research: Tracing the Evolution of Planetary Systems,2016,0,0,MPS,AS
1616483,122435,Picturing the faces of stars: limb-darkening models vs. interferometer measurements,2016,0,0,MPS,AS
1616487,300000,Exploring how protein conformation influences assembly of transcriptional complexes on snRNA gene promoters,2016,0,0,BS,MCB
1616490,699263,Structural Effects of Protein Phosphorylation and O-GlcNAcylation,2016,0,0,BS,MCB
1616492,518118,Bilateral BBSRC-NSF/BIO: Causal modeling of T cell signaling in time and space,2016,0,0,BS,MCB
1616495,424056,Cytokinetic events that promote actomyosin ring constriction and septum formation,2016,0,0,BS,MCB
1616511,122573,Chemical and Dynamical Forces in Building Large Particles in the Disks Around Young Stars,2016,0,0,MPS,AS
1616513,275750,Collaborative Research: Non-thermal Radio Halos of Spiral Galaxies as Clues to Galaxy Evolution,2016,0,0,MPS,AS
1616514,187307,Understanding Horizontal Gene Transfer in Bacteria and Archaea: Units of Transfer and Modes of Integration,2016,0,0,BS,MCB
1616529,615646,Impact of Collective Motions on Protein Function,2016,0,0,BS,MCB
1616538,651725,Resolving the source of the solar acoustic oscillations: Preparing for the era of the Daniel K. Inouye Solar Telescope,2016,0,0,MPS,AS
1616540,367748,"Learning how the Milky Way was Assembled through Measurements of Positions, Velocities and Elements in Stars in the Halo",2016,0,0,MPS,AS
1616547,116503,Using Automated Classification of Appearance to Reveal the Physics of Galaxy Formation,2016,0,0,MPS,AS
1616551,439548,Cosmological Strong Lensing: A Public Comparison of Theory with New Data Across Mass and Redshift,2016,0,0,MPS,AS
1616554,289536,Large Scale Intensity Mapping of Neutral Hydrogen in the Universe with the Tianlai Pathfinders,2016,0,0,MPS,AS
1616564,197628,Conical Radon transforms and their applications in tomography,2016,0,0,MPS,MS
1616566,333724,The Search for Signatures of Supermassive Black Hole Binaries (and the Remnants of those Mergers) in the Time Domain,2016,0,0,MPS,AS
1616570,126178,Effects on Supernovae and their Remnants of Asymmetric Envelopes Caused by Outflow from Binary-star Progenitors,2016,0,0,MPS,AS
1616575,499982,TTP: Small: Network-Level Security Posture Assessment and Predictive Analytics: From Theory to Practice,2016,0,0,CISE,CNS
1616584,449720,"AF: Small: Graph Routing, Vertex Sparsifiers, and Connections to Graph Theory",2016,0,0,CISE,CCF
1616590,544740,Molecular Modeling of Bioenergetic Systems,2016,0,0,BS,MCB
1616591,547466,Single Molecule Studies of Protein Folding,2016,0,0,BS,MCB
1616592,50000,I-Corps: Commercialization for an Autonomous Attitude Determination and Control Technology,2016,0,0,ENG,IIP
1616598,372464,Collaborative Research: Dark Matter in Galaxy Halos,2016,0,0,MPS,AS
1616619,245474,Collaborative Research: Productivity Prediction of Microbial Cell Factories using Machine Learning and Knowledge Engineering,2016,0,0,BS,MCB
1616621,10000,"Conference Proposal: The 12th Cyanobacterial Workshop (Tempe Arizona, May 18-21, 2016)",2016,0,0,BS,MCB
1616624,499922,The MEarth Project: An All Sky Survey of the Closest Low-mass Stars to Uncover the Very Best Terrestrial Exoplanets for Further Study,2016,0,0,MPS,AS
1616632,123848,Self-Consistent Pulsar Magnetosphere Models:Macroscopic and Kinetic Models in the FERMI Era,2016,0,0,MPS,AS
1616635,392764,Radio Survey for Ammonia in the Mid-Plane of the Milky Way Galaxy,2016,0,0,MPS,AS
1616636,220413,A survey of the types of stars and massive planets that make up binary pairs in the Milky Way Galaxy,2016,0,0,MPS,AS
1616646,353434,Symbiotic Stars and Citizen Science in the Age of Time-Domain Astrophysics,2016,0,0,MPS,AS
1616648,298999,"Discovery of New Small, Cool Planets Orbiting M-Dwarf Stars",2016,0,0,MPS,AS
1616661,578328,The cell biology of dynamic and stable intercellular bridges in situ,2016,0,0,BS,MCB
1616664,369723,Collaborative Research: Controls on along-strike variations in locked and creeping megathrust behavior at the Hikurangi convergent margin,2016,0,0,GEO,ES
1616674,600000,Control of Na+ and H+ transport in bacterial adaptation,2016,0,0,BS,MCB
1616677,497882,RUI: Functional characterization of gold responsive genes and development of plant based system for efficient synthesis of gold nano-particles,2016,0,0,BS,MCB
1616684,85693,A survey of the types of stars and massive planets that make up binary pairs in the Milky Way Galaxy,2016,0,0,MPS,AS
1616698,160590,Collaborative Research: A Survey for Multiplicity of Low-mass (Class M) Dwarf Stars,2016,0,0,MPS,AS
1616709,314421,Detecting hydrogen in the early universe using the Large Aperture Experiment to Detect the Dark Age (LEDA) telescope,2016,0,0,MPS,AS
1616710,102655,Collaborative Research: Dark Matter in Galaxy Halos,2016,0,0,MPS,AS
1616725,98399,Metabolism of plant derived small RNAs in Spider Mites,2016,0,0,BS,MCB
1616737,256111,RUI: Dynamics of Genomic Mosaicism in Non-Host Associated Escherichia Populations,2016,0,0,BS,MCB
1616740,200000,Molecular mechanisms regulating Poly(ADP-ribosyl)ation pathway in living cells,2016,0,0,BS,MCB
1616741,513196,Accounting for Conformational Dynamics in Post-Translational Phosphorylation of Signaling Proteins,2016,0,0,BS,MCB
1616746,50000,I-Corps team: Advanced computational simulation for thin film manufacturing,2015,0,0,ENG,IIP
1616754,285163,Collaborative Research: Tidal Disruption of Stars in Galaxy Centers: Connecting Models to Observations,2016,0,0,MPS,AS
1616755,444557,Collaborative research: Information integration by gene regulatory networks controlling bacterial cell fate decisions,2016,0,0,BS,MCB
1616759,258585,High Resolution Single Molecule Analysis of Fast Folding and its Coupling to Binding,2016,0,0,BS,MCB
1616761,325825,Collaborative research: Information integration by gene regulatory networks controlling bacterial cell fate decisions,2016,0,0,BS,MCB
1616774,400000,NeTS: Small: Software-Defined Data Plane for Datacenters,2016,0,0,CISE,CNS
1616775,990661,Regulation of selective endocytic transport,2016,0,0,BS,MCB
1616779,440000,The role of regulated degradation in controlling cytoplasmic mRNA levels,2016,0,0,BS,MCB
1616804,350386,SBE: Small: Technological Con-Artistry: An Analysis of Social Engineering,2016,0,0,SBES,DSES
1616807,127808,RUI: Chemical Abundances of Galactic Compact Planetary Nebulae,2016,0,0,MPS,AS
1616818,321000,START Lipid/Sterol Binding Domains in Homeodomain Transcription Factors from Plants,2016,0,0,BS,MCB
1616820,745000,Metabolic modeling of carbon partitioning under the control of inositol polyphosphate signaling,2016,0,0,BS,MCB
1616821,1499962,CNH-L: The Dynamics of Adaptation to Climate-Driven Variability in California Current Fisheries And Fishing Communities,2016,0,0,BS,EB
1616824,266662,Structure-function relationships in metalloenzymes with multiple redox-active centers,2016,0,0,BS,MCB
1616825,32443,Collaborative Research: The Origin and Role of Dense Molecular Gas in Star-Forming Galaxies,2016,0,0,MPS,AS
1616827,602400,Is Abiotic Stress Tolerance Achieved by Network Restructuring or Invention of New Genetic Modules?,2016,0,0,BS,MCB
1616828,387214,Mid-Infrared Observations of the Torus of Active Galactic Nuclei,2016,0,0,MPS,AS
1616845,188070,Collaborative Research: RNA processing in trypanosome mitochondria,2016,0,0,BS,MCB
1616847,889027,Collaborative Research: Controls on Along-Strike Variations in Locked and Creeping Megathrust Behavior at the Hikurangi Convergent Margin,2016,0,0,GEO,ES
1616851,639998,Synthesis of Glycogen in Bacteria and Starch in Plants: Evolution and Mechanism of Allosteric Control,2016,0,0,BS,MCB
1616854,674999,Entropic Springs in Tandem Repeat Proteins,2016,0,0,BS,MCB
1616863,560000,Mechanisms of small RNA-mediated translation repression in Chlamydomonas,2016,0,0,BS,MCB
1616865,561724,Collaborative Research: RNA processing in trypanosome mitochondria,2016,0,0,BS,MCB
1616866,299980,Singular solutions in gels: Cavitation and debodning,2016,0,0,MPS,MS
1616874,827466,Linking proton pumping to hydride transfer: mechanism of transhydrogenase,2016,0,0,BS,MCB
1616878,539862,RUI: Origins of Intron-Exon Structures,2016,0,0,BS,MCB
1616904,101881,Mathematics of Tomography,2016,0,0,MPS,MS
1616906,132519,A novel technique using pairs of small telescopes to measure the sizes of nearby stars,2016,0,0,MPS,AS
1616924,244822,Collaborative Research: Changes in Molecular Gas and Galaxy Properties Over Time in the Era of Integral Field Unit Surveys,2016,0,0,MPS,AS
1616926,259998,Modeling Transport in Complex Intracellular Environments,2016,0,0,MPS,MS
1616928,162288,Studying Jupiter's magnetospheric response to Io's volcanic activity,2016,0,0,MPS,AS
1616929,64797,Collaborative Proposal: Pebbles and Gas - The Supply Chain for Compact Planetary Systems,2016,0,0,MPS,AS
1616936,96172,Andromeda Variability Legacy Survey,2016,0,0,MPS,AS
1616947,506175,CSR: Small: Improving Cloud Services by Exploiting Synchronized Clocks and Software Defined Flash,2016,0,0,CISE,CNS
1616950,15000,The 2016 NAACL Student Research Workshop,2015,0,0,CISE,IIS
1616954,235954,OP: Complex Media Optics and Imaging,2016,0,0,MPS,MS
1616955,1199383,Physiologic state modulation by conditional translational complexes,2016,0,0,BS,MCB
1616967,569199,Intra- and interspecific siderophore cheating in bacteria,2016,0,0,BS,MCB
1616970,13193,Doctoral Dissertation Improvement Award: Spatial Manifestations Of Social Identity,2016,0,0,SBES,BCS
1616974,578131,Large Scale Structure Studies on a Value Added Galaxy Catalog,2016,0,0,MPS,AS
1616981,126713,"Collaborative Research: Non-Markovian Reduction of Nonlinear Stochastic Partial Differential Equations, and Applications to Climate Dynamics",2016,0,0,MPS,MS
1616982,708414,NSF/MCB-BSF:Understanding Photosynthetic Energy Conversion on the Mesoscale,2016,0,0,BS,MCB
1616988,321000,Nonlinear Surface Waves,2016,0,0,MPS,MS
1616992,102362,RUI: Resolving Astrophysical Water Formation Pathways on Dust Grain Surfaces,2016,0,0,MPS,AS
1616997,1167762,Engineered Selective Pressure: Challenges and Opportunities,2016,0,0,BS,MCB
1617000,800001,iBiology: A Video Resource for the International Life Science Community,2016,0,0,BS,MCB
1617004,333750,Triple-star dynamics and the internal structure of low-mass stars,2016,0,0,MPS,AS
1617013,99182,A Comprehensive Spectroscopic Study of Gravitationally Lensed Dwarf Galaxies at the Peak Epoch of Star Formation,2016,0,0,MPS,AS
1617015,222224,Early Solar System Objects: Testing Solar System Formation Models,2016,0,0,MPS,AS
1617019,225000,Structural Basis of Phosphorylation and Alternative Splicing in Dynein Regulation,2016,0,0,BS,MCB
1617020,500457,Prediction and Discovery of Host Metabolites and Metabolic Pathways Required for Proliferation of an Obligate Fungal Biotroph,2016,0,0,BS,MCB
1617022,199826,Collaborative Research: A Three-Dimensional Analysis of the Gas and Dark Matter in the CLASH Clusters of Galaxies,2016,0,0,MPS,AS
1617025,800000,Time-resolved conformational changes of proteins by very high frequency Gd3+ EPR,2016,0,0,BS,MCB
1617028,585000,The Role of Shelterin-Mediated Telomere Remodeling in Chromosome End Protection,2016,0,0,BS,MCB
1617030,599428,Engineering Biology Research Consortium,2016,0,0,BS,MCB
1617040,49961,RAPID: Extreme Flooding Mobilized Natural Organic Matter from Forested Wetlands - Implication of Mercury and Carbon Cycling in Coastal Blackwater Rivers,2016,0,0,GEO,ES
1617041,450000,DNA Computation in Cells,2016,0,0,CISE,CCF
1617046,394981,"CSR: Small: Scalable, heterogeneity-aware load balancing",2016,0,0,CISE,CNS
1617053,484136,"CNH-S: Coupling of Physical Infrastructure, Green Infrastructure, and Communities",2016,0,0,SBES,BCS
1617066,10000,Latent Variables Conference 2016,2016,0,0,MPS,MS
1617071,450000,SHF: Small: Architectural Support for Reliable ReRAM Crossbar Memory,2016,0,0,CISE,CCF
1617075,879251,CNH-L: Assessing the Potential for Climate Change and Forest Insects to Drive Land-Use Regime Shifts,2016,0,0,BS,EB
1617087,418897,RI: Small: RUI: Synthesis of Robust Artificial Systems by Adaptive Genetic Programming,2016,0,0,CISE,IIS
1617091,250000,NeTS: Small: Collaborative Research: Ultrascale WDM-based Datacenter Networks: Architecture Design and Control Algorithms,2016,0,0,CISE,CNS
1617101,161712,III: Small: Uncertainty Quantification and Propagation Analysis in The Visualization Pipeline,2016,0,0,CISE,IIS
1617107,311895,III: Small: Collaborative Research: Algorithms for Query by Example of Audio Databases,2016,0,0,CISE,IIS
