aid,instName,address
1608545,Washington University,"CAMPUS BOX 1054, Saint Louis, United States"
1608550,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1608551,Health Research Incorporated/New York State Department of Health,"150 Broadway, Suite 560, Menands, United States"
1608553,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1608554,Columbia University,"2960 Broadway, NEW YORK, United States"
1608561,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1608568,Yale University,"Office of Sponsored Projects, New Haven, United States"
1608575,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1608576,Murray State University,"328 Wells Hall, Murray, United States"
1608577,SUNY at Stony Brook,"WEST 5510 FRK MEL LIB, Stony Brook, United States"
1608579,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1608580,Texas A&M University Main Campus,"400 Harvey Mitchell Pkwy South, College Station, United States"
1608581,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1608594,Metropolitan Museum of Art,"1000 Fifth Avenue, New York, United States"
1608596,Union College,"807 Union Street, Schenectady, United States"
1608600,Barnard College,"3009 BROADWAY, New York, United States"
1608606,Brown University,"BOX 1929, Providence, United States"
1608610,University of Nebraska-Lincoln,"151 Prem S. Paul Research Center, Lincoln, United States"
1608613,Rensselaer Polytechnic Institute,"110 8TH ST, Troy, United States"
1608614,University of Massachusetts Amherst,"Research Administration Building, Hadley, United States"
1608624,University of Missouri-Columbia,"115 Business Loop 70 W, COLUMBIA, United States"
1608628,SUNY at Albany,"1400 WASHINGTON AVE, Albany, United States"
1608654,University of South Florida,"3702 Spectrum Blvd., Tampa, United States"
1608656,West Virginia University Research Corporation,"P.O. Box 6845, Morgantown, United States"
1608662,University of Northern Iowa,"Research and Sponsored Programs, Cedar Falls, United States"
1608663,Clemson University,"230 Kappa Street, CLEMSON, United States"
1608679,University of Maryland Baltimore County,"1000 Hilltop Circle, Baltimore, United States"
1608682,University of Alabama at Birmingham,"AB 1170, Birmingham, United States"
1608684,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1608685,University of Mississippi,"100 BARR HALL, UNIVERSITY, United States"
1608691,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1608692,SUNY at Binghamton,"4400 VESTAL PKWY E, BINGHAMTON, United States"
1608703,University of Pittsburgh,"University Club, Pittsburgh, United States"
1608709,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1608711,Indiana University,"509 E 3RD ST, Bloomington, United States"
1608714,University of Iowa,"2 GILMORE HALL, IOWA CITY, United States"
1608720,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1608722,South Dakota State University,"1015 Campanile Ave, Brookings, United States"
1608723,Carleton College,"One North College Street, Northfield, United States"
1608725,University of Pittsburgh,"University Club, Pittsburgh, United States"
1608728,University of Alabama at Birmingham,"AB 1170, Birmingham, United States"
1608735,SUNY at Albany,"1400 WASHINGTON AVE, Albany, United States"
1608742,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1608743,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1608744,University of Southern California,"University Park, Los Angeles, United States"
1608747,University of South Florida,"3702 Spectrum Blvd., Tampa, United States"
1608752,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1608754,Doane College,"1014 Boswell Avenue, Crete, United States"
1608757,University of Pittsburgh,"University Club, Pittsburgh, United States"
1608759,Brown University,"BOX 1929, Providence, United States"
1608760,Brown University,"BOX 1929, Providence, United States"
1608762,Purdue University,"Young Hall, West Lafayette, United States"
1608764,Brown University,"BOX 1929, Providence, United States"
1608773,University of Missouri-Columbia,"115 Business Loop 70 W, COLUMBIA, United States"
1608775,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1608779,Siena College,"515 LOUDON ROAD, LOUDONVILLE, United States"
1608782,University of California-Santa Cruz,"1156 High Street, Santa Cruz, United States"
1608789,University of Connecticut,"438 Whitney Road Ext., Storrs, United States"
1608801,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1608809,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1608810,University of Rhode Island,"RESEARCH OFFICE, KINGSTON, United States"
1608834,University of California-Santa Cruz,"1156 High Street, Santa Cruz, United States"
1608843,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1608847,North Carolina State University,"CAMPUS BOX 7514, RALEIGH, United States"
1608848,Princeton University,"Off. of Research & Proj. Admin., Princeton, United States"
1608862,University of Massachusetts Amherst,"Research Administration Building, Hadley, United States"
1608865,Louisiana State University & Agricultural and Mechanical College,"202 Himes Hall, Baton Rouge, United States"
1608866,University of Texas Medical Branch at Galveston,"301 University Boulevard, Galveston, United States"
1608873,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1608874,University of South Carolina at Columbia,"Sponsored Awards Management, COLUMBIA, United States"
1608880,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1608883,Thomas Jefferson Institute for the Study of World Politics,"160 N Carolina Ave SE, Washington, United States"
1608886,Lamar University Beaumont,"4400 Port Arthur Road, Beaumont, United States"
1608887,Drexel University,"1505 Race St, 8th Floor, Philadelphia, United States"
1608891,University of Southern California,"University Park, Los Angeles, United States"
1608896,University of Connecticut,"438 Whitney Road Ext., Storrs, United States"
1608898,Colorado State University,"601 S Howes St, Fort Collins, United States"
1608899,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1608900,Arizona Geological Survey,"416 W. Congress St, #100, Tucson, United States"
1608912,Portland State University,"1600 SW 4th Ave, Portland, United States"
1608914,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1608915,University of Oregon Eugene,"5219 UNIVERSITY OF OREGON, Eugene, United States"
1608917,William Marsh Rice University,"6100 MAIN ST, Houston, United States"
1608922,University of Mississippi,"100 BARR HALL, UNIVERSITY, United States"
1608925,University of Pennsylvania,"Research Services, Philadelphia, United States"
1608926,University of California-Irvine,"141 Innovation Drive, Ste 250, Irvine, United States"
1608927,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1608928,Arizona State University,"ORSPA, TEMPE, United States"
1608929,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1608934,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1608937,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1608938,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1608949,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1608950,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1608957,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1608958,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1608959,California State University-Long Beach Foundation,"6300 State Univ. Dr., Long Beach, United States"
1608961,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1608962,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1608968,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1608980,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1608987,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1609027,Kent State University,"OFFICE OF THE COMPTROLLER, KENT, United States"
1609032,Florida State University,"874 Traditions Way, 3rd Floor, TALLAHASSEE, United States"
1609038,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1609043,Rutgers University Newark,"Blumenthal Hall, Suite 206, Newark, United States"
1609044,Rutgers University New Brunswick,"33 Knightsbridge Road, Piscataway, United States"
1609051,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1609058,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1609060,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1609061,University of Missouri-Kansas City,"5100 Rockhill Road, Kansas City, United States"
1609066,Rochester Institute of Tech,"1 LOMB MEMORIAL DR, ROCHESTER, United States"
1609074,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1609076,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1609077,Case Western Reserve University,"Nord Hall, Suite 615, CLEVELAND, United States"
1609080,Iowa State University,"1138 Pearson, AMES, United States"
1609081,University of Texas at Dallas,"800 W. Campbell Rd., AD15, Richardson, United States"
1609089,Virginia Polytechnic Institute and State University,"Sponsored Programs 0170, BLACKSBURG, United States"
1609107,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1609114,SUNY at Buffalo,"520 Lee Entrance, Amherst, United States"
1609120,University of Pittsburgh,"University Club, Pittsburgh, United States"
1609125,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1609129,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1609131,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1609135,Iona College,"715 North Avenue, New Rochelle, United States"
1609137,University of Vermont & State Agricultural College,"85 SO. PROSPECT ST., BURLINGTON, United States"
1609142,Ohio State University,"Office of Sponsored Programs, Columbus, United States"
1609146,Tufts University,"20 Professors Row, Medford, United States"
1609148,Columbia University,"2960 Broadway, NEW YORK, United States"
1609151,Purdue University,"Young Hall, West Lafayette, United States"
1609157,University of Delaware,"210 Hullihen Hall, Newark, United States"
1609159,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1609162,Yale University,"Office of Sponsored Projects, New Haven, United States"
1609168,Lehigh University,"Alumni Building 27, Bethlehem, United States"
1609183,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1609195,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1609198,Fordham University,"441 E.Fordham Road, Bronx, United States"
1609202,Arizona State University,"ORSPA, TEMPE, United States"
1609204,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1609208,Syracuse University,"OFFICE OF SPONSORED PROGRAMS, SYRACUSE, United States"
1609212,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1609218,CUNY Queens College,"65 30 Kissena Blvd, Flushing, United States"
1609219,Butler University,"4600 Sunset Avenue, Indianapolis, United States"
1609225,"Georgia State University Research Foundation, Inc.","G76Dahlberg Hall 30 Courtland St, Atlanta, United States"
1609236,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1609240,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1609245,Kenyon College,"22 Ransom Hall, Gambier, United States"
1609249,Washington University,"CAMPUS BOX 1054, Saint Louis, United States"
1609267,University of Pennsylvania,"Research Services, Philadelphia, United States"
1609272,Drexel University,"1505 Race St, 8th Floor, Philadelphia, United States"
1609279,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1609290,University of Louisville Research Foundation Inc,"The Nucleus, Louisville, United States"
